Titre,Localisation,Nbr_Chambres,Surface_m2,Prix_FCFA,Image
2 chambres salon liberté 6 extension,"Liberte 6 Extension, Dakar",non précisé,,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b4810eede84673a2d209f55a58cb5507/-/horizon-files-prod/ed/picture/qj4j70q5/2a9c0d05193c9a015da05600a2b6a1ed3bfab830.jpg
F3 meublé disponible au point e,"Point-E, Dakar",2 chambre,110.0,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/940d8050e5a28a8414d2fe9be9af3d14/-/horizon-files-prod/ed/picture/qkr87mz2/cb66249a7f5e95aa3b59b868f749723e9f796c28.jpg
Studio meublé sur la corniche ouest,"Fann Hock, Dakar",1 chambre,60.0,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4fa7cb8a78f93df951ea6db32275946e/-/horizon-files-prod/ed/picture/qv4mzp28/56b409257a1bcb7efd07251e90ab14f76cb6f4b7.jpg
Appartement meublé grand standing (fifa almadies),"Almadies, Dakar",3 chambre,250.0,80000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/309ef94138463a3290e9806c0589968d/-/horizon-files-prod/ed/picture/q56d07eg/2683c329061adae75ea7131f77250cd1a8f3335c.jpg
Studio meublé,"Mamelles, Dakar",non précisé,,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e7e6255f1d20445de700be8d077e8b33/-/horizon-files-prod/ed/picture/qrz8gm2n/f01f49f8fa51c5764bbc3e3fba4103a51f3d9474.jpg
Saly portudal appartement et studio meublé et vide,"Saly Portudal, Thiès",2 chambre,50.0,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1a19aa5ed1555b0f2da860b500633420/-/horizon-files-prod/ed/picture/qxjp5nkm/b18affed845c5b1964b63fd8cea0fe6a3211833c.jpg
Appartement meublé en f3 à louer à ngor,"Ngor, Dakar",non précisé,,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d4f3534d6e9842463d02d83f328d6aba/-/horizon-files-prod/ed/picture/qde759n0/6d7ddc164feae355d047a554730275a7178425f3.jpg
Incroyable appartement à louer à l’immeuble aquanique,"Virage, Dakar",non précisé,,110000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7ace48b1282d05052be923bc8e832007/-/horizon-files-prod/ed/picture/q78wj4wx/f9f08146ce05de36e381be5ea87e171cc7b8edfc.jpg
Studio meublé a louer sicap foire,"Sicap Foire, Dakar",1 chambre,55.0,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/95a6cd5da6451d35305918492d086af6/-/horizon-files-prod/ed/picture/q0g7620j/e71dad893cf1ed25d6b589a4a08b4c9a5785779f.jpg
Appartement meublé à louer au point e,"Point-E, Dakar",non précisé,,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/392b52b689a2590bdd05c42783bb058d/-/horizon-files-prod/ed/picture/q8v4jk2p/a9ba886be88f807e56d444aafc0970e7c5043a42.jpg
Appartement à louer,"Mamelles, Dakar",2 chambre,90.0,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bfae7ee4410751a77fdca2341b6b0105/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q2j04z9v/dce9319db7e061e62e755752a305a2f16ecfa4b1.jpg
Appartement meublé,"Almadies, Dakar",1 chambre,45.0,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/49b16b32475a4fa70a3bc5bad59152ba/-/horizon-files-prod/ed/picture/q0g79nq8/2c9fd060bed2b47130429a0a04bb51cb8961a98c.jpg
Studio meublé cosy en location,"Mamelles, Dakar",1 chambre,70.0,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d72bb8dcf7a502cee0ac09c1588f6b6b/-/horizon-files-prod/ed/picture/q2j0eerg/d02073ccfd66a0ac016c2b98e1d2e6519797c383.jpg
Appartement neuf haut standing / 3 pièces,"Vdn, Dakar",2 chambre,100.0,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/306a5138ac272c10eaff16073c051bc5/-/horizon-files-prod/ed/picture/qq425grj/b08ea900602bd5ca1a003c7882647b0668d88e10.jpg
Magnifique f4 au point e,"Point-E, Dakar",3 chambre,150.0,80000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b541620de9b632097ad1e1633a29004/-/horizon-files-prod/ed/picture/qj4qeqq8/67286c75a672c2483c91ab83ca497a0f29181dd6.jpg
Appartement f4 meublé et entièrement équipé aux mamelles,"Mamelles, Dakar",3 chambre,200.0,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bfa551659081dbc6550cad5975a86950/-/horizon-files-prod/ed/picture/qxj6g6kj/96f245849b7196f802b5f33f3db9bfee184d77e4.jpg
Studio meublé aux mamelles,"Ouakam, Dakar",1 chambre,16.0,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/29c8f658f3a671f9149d72cde9a3757a/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qenv0qw5/5b0f450c573d51f3cb886054d32aa728cd942224.jpg
Studio meuble mamelles (limite ouakam) - mb.faye,"Mamelles, Dakar",1 chambre,58.0,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ebfd9173ba86b83a72a95d1e6479ae86/-/horizon-files-prod/ed/picture/qenvkwm6/0bd9bd02c6720b7ae5e3e548d1024ebd6b5cdc4a.jpg
Appart 2 chambres meublés almadies,"Almadies, Dakar",non précisé,,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf84c3a8eaa7340461dcc657310e4c71/-/horizon-files-prod/ed/picture/qv4we8p5/0b138a28f152a95ebf6d747188867c263ecedaef.jpg
Studio meublé apix keur-massar rond point maréga,"Tivaouane Peulh, Dakar",non précisé,,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d672d54155a75e17e9ce5656993fc3e5/-/horizon-files-prod/ed/picture/q9m9r0qv/f0b8a83115a62f1ae089578c696642faeb9d6600.jpg
Très cosy appartement meublé a louer aux almadies,"Almadies, Dakar",1 chambre,250.0,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f78749c68cf673ac81e94084ed5e4837/-/horizon-files-prod/ed/picture/q56xr5gp/2754e6ebc7db1a0fc9af7c2b59bd8e5b307eeac4.jpg
Mini studio d'une chambre à mbao,"Mbao, Dakar",non précisé,,8000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/348472b991748216b95ac888e9f03d2b/-/horizon-files-prod/ed/picture/qm55zxjq/2e573a2ac6d00bcca124be9c54f0a56c81780815.jpg
Appartement meublé à louer,"Ngor, Dakar",3 chambre,150.0,950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/21b203bf2521c8f0bdf98a576180dc67/-/horizon-files-prod/ed/picture/q44nkv9z/a0bcc141dbe6f19bde83c590a13182f26155ef1f.jpg
Appartement f4 meublé,"Autres, Autres",non précisé,,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cd15a703b70e0928ba294d2ede65ce39/-/horizon-files-prod/ed/picture/q2j0vqzd/5699caafd417392edc582bc16f789e28e6d0d413.jpg
Studio à louer aux almadies,"Almadies, Dakar",non précisé,,599953,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b789bec44ba20f071449c565e8be41ec/-/horizon-files-prod/ed/picture/q9mjz6x6/b51f12db3a3ba34c7073b964a90d68e7983b569e.jpg
Studio meublé à sacré cœur 3 vdn,"Sacré-Cœur, Dakar",non précisé,,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/66cf32e9ce6689cee7e54d0346569add/-/horizon-files-prod/ed/picture/q0g28rdg/05dc8dde79ce9f033f008bca66483775ee96db94.jpg
Appartement meublé,"Mermoz, Dakar",non précisé,,1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/377207062778829208b8a167f53aa4b1/-/horizon-files-prod/ed/picture/q78w42mx/6e5344abdc38254f792794f1e7d11e91920bdcf6.jpg
Studio meublé à louer ouakam,"Ouakam, Dakar",1 chambre,60.0,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e1a714fe861e5fb6bf0a100ab8b8ad14/-/horizon-files-prod/ed/picture/qpx7kg4/2d522a11e230eab615a0bfddfc4a0bd019db512d.jpg
Chambre meublee a louer a richard toll,"Richard Toll, Saint-Louis",non précisé,,1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3bcdb3c9ac2c7a13af9bcf6802ad0bb8/-/horizon-files-prod/ed/picture/q0g7j4gd/2ecaea188791a7517cc56d75b3c762c01cbec1d3.jpg
Corniche des almadies,"Almadies, Dakar",3 chambre,200.0,2800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab896d3ddcf5a7b1485889e0d2c1f8fe/-/horizon-files-prod/ed/picture/qq42exew/2967a62f1bfee2c2b1740dc8361884dda2dcdd5e.jpg
Superbe 3 chambres point e,"Point-E, Dakar",3 chambre,150.0,60000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cafec7589d694903b20badb0c96eb375/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q6xk42m4/0c290f678608c56cfad94447dd7560de583fddef.jpg
Appartement 3 chambres salon kalia zone de captage,"Zone De Captage, Dakar",non précisé,,50000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eea109bf5933c265228975397758761a/-/horizon-files-prod/ed/picture/q78wwqqx/1ffd99be9fcf720f87cfe34e86bd1312740274e9.jpg
Appartement meublé mamelle 3 chambres citées amar,"Mamelles, Dakar",3 chambre,190.0,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1103097ef183666c22682e89f131ef22/-/horizon-files-prod/ed/picture/qgqw89m4/d8e55f68b8c519b7260bb5be88bddc18684114c0.jpg
Mini studio meublé à louer à mermoz,"Mermoz, Dakar",non précisé,,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6dfd05e5f024881487dd8badb571a001/-/horizon-files-prod/ed/picture/qwep6dpz/69a45b4884521bea62c3417e9908a2f5c6cd0b70.jpg
Chic studio meublé + vue sur mer,"Yoff, Dakar",non précisé,,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e2976f2b65106189d34c134df439ecb5/-/horizon-files-prod/ed/picture/qm5g9zrm/46d68135197cbb58482f5b25b6dc7490a411b442.jpg
Fabuleux studio meublé,"Yoff, Dakar",non précisé,,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1f02fe17f17a81e2e01e5c73553d79b4/-/horizon-files-prod/ed/picture/q8v4xj06/cf7c369a6359076de9521a3dc6e40822091c686f.jpg
Appartement meublé à almadies virage,"Virage, Dakar",non précisé,,85000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bdd4d72d24549adef45aea7bd919c88b/-/horizon-files-prod/ed/picture/qm5gwk0j/25243979f8a1762be84dbaea29e294080ee94b66.jpg
Studio meublé,"Almadies, Dakar",non précisé,,36000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7fc29738952f97603c67deb087ed66ff/-/horizon-files-prod/ed/picture/qm5g6r8g/27eddcd09c69a89f465417d2ffae95e229705d18.jpg
Appart meuble mamelles,"Ouakam, Dakar",2 chambre,60.0,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/23b27b52bb11b62387cccda6f08b6ee5/-/horizon-files-prod/ed/picture/qv4wzdrk/d7189f298a66706954245b185bc8fa7c813bd939.jpg
Studio meublé à louer à mermoz juste derrière kfc,"Mermoz, Dakar",2 chambre,98.0,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b5dd1ede67b799ef34454296c62eff78/-/horizon-files-prod/ed/picture/qenvk9m9/1f9a36a1e1ca1169cb0e0e2063a26e9c9d176557.jpg
Grand et joli studio meublé,"Yoff, Dakar",non précisé,,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6ff2813e8eb8314ba3fecfa4d200e468/-/horizon-files-prod/ed/picture/q2j0n476/0e02c0b4715cdc3c3e68fec9abdf2b5955734778.jpg
Appartement f4 meublé vue mer à ouakam,"Plateau, Dakar",non précisé,,2800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d7f974f7f54abbeb2492649c9fae748/-/horizon-files-prod/ed/picture/qq42vxd7/51bbb85371327e66dc44482c1f0ed68fb8e3fab0.jpg
Appartement f4 meublé disponible à louer à ngor,"Ngor, Dakar",3 chambre,170.0,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c7e94523b92203289d6df2b3d362f850/-/horizon-files-prod/ed/picture/qkr8kwjp/0f50991b2631338f62d5d01177b70a9f4ce89079.jpg
Studio liberté 6,"Liberte 6, Dakar",non précisé,,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a15bad54bb3b98b7f04914431fe8087c/-/horizon-files-prod/ed/picture/q785nr7x/fddbc8ead0740d231133f58d78679b00f968809e.jpg
Beau studio f1 orange sacre coeur 3 vdn,"Mermoz, Dakar",1 chambre,39.0,26000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab0e7b0d6d67c48f0e31be01f5550b91/-/horizon-files-prod/ed/picture/migrated/qp0nvqq/08c09df08b569282f0d187213713dceaf3ea48b2.jpg
Villa meublée avec piscine à ngaparou,"Ngaparou, Thiès",3 chambre,0.0,150000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab8bc4c3cd38245b6d6e55edce11f77a/-/horizon-files-prod/ed/picture/q0g765jx/37986687ada0a919288a61b833570e8b88541ada.jpg
Appartement à loueraux mamelles,"Mamelles, Dakar",non précisé,,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c4721b61c5df0c970958fccf5f87bb8c/-/horizon-files-prod/ed/picture/q9mjz5j8/7469d17beddd8157d9dfda033c085cb093164f04.jpg
Appartement meublé 2 chambres,"Mamelles, Dakar",2 chambre,90.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5290f73a12da5785771062f868909615/-/horizon-files-prod/ed/picture/q44n9n9m/63acbc304aec28fc2708ff6b4a425c2988d6a050.jpg
"Appartement meublé mbour, saly","Mbour, Thiès",non précisé,,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/737a33787f87474887e3e5b9118f2a2c/-/horizon-files-prod/ed/picture/q8vvwg54/5a4845372d83c1a715d644b01e3d84caf4753ffd.jpg
Vetiver appartement meuble de type f2,"Cité Keur Gorgui, Dakar",non précisé,,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2ba772017d99da7b95e5bfc70c5ba9d8/-/horizon-files-prod/ed/picture/qwep004g/1279a7fca2b30ff15ca28eb82bfb2d091c6c0d56.jpg
Appartement trois chambres salon,"Saint-Louis, Saint-Louis",3 chambre,200.0,50000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e55a1c3232b9c123a15f5963043b4505/-/horizon-files-prod/ed/picture/q9mjxnpn/db21b210fa993bb8d89070e365bd59981451e645.jpg
Appartement et studio a louer aux mamelles,"Mamelles, Dakar",2 chambre,85.0,360000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f1bd8977f4865fab64da1e0da601140/-/horizon-files-prod/ed/picture/q6xd48gp/83802f81c0c9bb812ceea9009139d3585ff1426a.jpg
Appartement meublé yoff - djily mbaye,"Yoff, Dakar",1 chambre,200.0,23000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/021f700c4273c92eec6c81212091e54f/-/horizon-files-prod/ed/picture/qpdmrnmq/67e40a6ceeaffef50b84d7ecd76c941cb19931fa.jpg
Studio meublé virage résidence carline,"Virage, Dakar",non précisé,,50000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/531c754b5a9ff5f94230dfb6a0913694/-/horizon-files-prod/ed/picture/qkrged5p/3c0c4438d6dad771ea222f10ae4404d488620c71.jpg
Appartement meublé à louer aux almadies,"Almadies, Dakar",3 chambre,180.0,70000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2f2fd2c22869f1768fe64a422bb9938/-/horizon-files-prod/ed/picture/qenq45m5/41b4b117569d6f07b7bac857ee92d663c7228c48.jpg
"Appartement meublé a louer a ngor, almadies","Almadies, Dakar",non précisé,,55000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c19f92f6c0c468dd605358c981d2863c/-/horizon-files-prod/ed/picture/qm5gqr7j/3edda355f756997963de0edfd2dae7ff4a65bbc0.jpg
Appartement meublé à louer virage,"Virage, Dakar",2 chambre,90.0,50000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5389842a1403ce6db7a10e1d70caa3ea/-/horizon-files-prod/ed/picture/qngx472r/ca5b2ba3ea036a66765c4e825d2db26ca60b5dd9.jpg
Corniche fan résidence appartement meublé 3 chambre,"Fann, Dakar",3 chambre,350.0,3500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4d27847750ae9da699f6eb15e0cbf4a1/-/horizon-files-prod/ed/picture/qdekx9vg/7ae83937c91224c6c556ed77e8065b627d7ad416.jpg
Appartement 2 chambres salon à saly,"Saly Portudal, Thiès",non précisé,,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5abf4b0446f58cbbef0bc3cb968b8cf5/-/horizon-files-prod/ed/picture/qdewnerw/2bf37b84677f0a5aeaba11b72de1f67d914f472a.jpg
Studio meublé almadies,"Almadies, Dakar",non précisé,,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4f25a63350942b12735907dcd618c004/-/horizon-files-prod/ed/picture/q44n4w5r/90e5f405c4ec4df29a5875d817e9831cad3bbec2.jpg
Studio meublé 1 chambre salon aux mamelles,"Mamelles, Dakar",non précisé,,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/29bc4225f98f013c93d160929ab7f7f0/-/horizon-files-prod/ed/picture/q2jqxv7j/c3cf23a4921526e2714cfc5c18b66f4246f1e711.jpg
Appartement f4 meublé au plateau,"Mamelles, Dakar",3 chambre,200.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/70140374cc904ff2e027c6a94b54ecf8/-/horizon-files-prod/ed/picture/qkr8dzz8/ff980e76cfc23651241cc007faf4f68b9ad9e588.jpg
Appartement meublé 2 chambres route des almadies,"Almadies, Dakar",non précisé,,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aa2a5e0fe8c274b3a9af2f83ec2af44f/-/horizon-files-prod/ed/picture/qde7znv2/a79d8a86d640bd93ca96415a5e693281e2192aef.jpg
F3 avec piscine a louer au virage,"Virage, Dakar",non précisé,,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/277365ce694f3df4b6789571e701a7c0/-/horizon-files-prod/ed/picture/qrz8k78j/aab0ad82133f60f955e917982644bee80556cfed.jpg
Appartement meublé à louer aux plateau 3 chambres,"Almadies, Dakar",3 chambre,250.0,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bb4e66beeedcd29ccbba557a3ee4f8ec/-/horizon-files-prod/ed/picture/qrz8k2jg/819204ad8a34c323a137ef76e37fce149050c8bb.jpg
Studio et mini studio à louer au point e,"Point-E, Dakar",1 chambre,100.0,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a937445441e4db78f548dbba7ad6195a/-/horizon-files-prod/ed/picture/qzvp5q8x/cb8e81bb8de3f6385eb5034e5e2addefef245534.jpg
Studio meublé à sacré coeur,"Sacré-Cœur, Dakar",1 chambre,70.0,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/85392146cf0159b485c359954e108a3d/-/horizon-files-prod/ed/picture/qrzv58kj/8505c9763f60fdc700a6284d904ccba8a496084a.jpg
Almadies 2 - appt 2ch tout confort - 200m rd point sedima,"Almadies 2, Dakar",2 chambre,100.0,50000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bff72d83ff3ce10677312934e0c3228f/-/horizon-files-prod/ed/picture/qngpnn4k/2915d2e1bbd236e10dbd40c84de666b9f2e908ff.jpg
Almadies 2 - studio tout confort - 200m rd point sedima,"Almadies 2, Dakar",1 chambre,40.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1b13f951afd3f5ae23c9bdab4129b3d5/-/horizon-files-prod/ed/picture/q8v4xxe7/487fcd5ef1969f9cd5d8fa73ef52c35c097c3ea2.jpg
Appartement meublé,"Liberte 6 Extension, Dakar",2 chambre,75.0,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a55d6ccc4f3bff13803f10b00753e3f5/-/horizon-files-prod/ed/picture/qrzvwq0q/216cac4a7b98898a63aa5b4165df4fbcd004287b.jpg
Appartement à louer,"Mamelles, Dakar",non précisé,,50000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b439434815169fc473274ce90d014d30/-/horizon-files-prod/ed/picture/q2j0d9mk/812ff9d634daa32f5ce57824e087e5b025600e4d.jpg
F4 entièrement meublé à louer à ngor,"Ngor, Dakar",non précisé,,55000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/177d17e5d0c99631ee3b533b0118af0d/-/horizon-files-prod/ed/picture/qwepr2wp/707fc8d9b3c35f165cc4a9b8c868e679c80f8370.jpg
Magnifique f4 dans la résidence waterfront à louer,"Mermoz, Dakar",non précisé,,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/18792214cd9fc3b50c39759f46424c65/-/horizon-files-prod/ed/picture/q44nqd2m/cbe41d32b3a9872c2b210f8d082e300c46b26f90.jpg
Studio meublé,"Sicap Foire, Dakar",1 chambre,100.0,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d15f4cb2939060ad2c4ad7e734c88cfd/-/horizon-files-prod/ed/picture/q6xdzwjp/55572d790e66627b8e32b5a4b70542de8c7080c7.jpg
Mini studio meublé à louer à mermoz,"Mermoz, Dakar",non précisé,,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2ea577c6cb4f3552581ac13cec7e56bb/-/horizon-files-prod/ed/picture/qenv7gq9/6321303d34dfd2a7524f89fd1a997ea32fa440ef.jpg
Mamelles magnifique apt luxe,"Mamelles, Dakar",2 chambre,140.0,850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/43b4f07fdfc1f740d3dd6da0e65e22f7/-/horizon-files-prod/ed/picture/q6xdmgep/022e48b9c9105c589ae3690ab95487050f4c781e.jpg
Appartement f3 meublé de haut standing,"Cité Keur Gorgui, Dakar",2 chambre,120.0,65000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8778a0f54d391e9bd1093abf53a364f5/-/horizon-files-prod/ed/picture/q78wm0nj/3c7d9e7ece6ed545307542ae06b8f07d227d8634.jpg
Appartement f3 meublé haut standing,"Cité Keur Gorgui, Dakar",non précisé,,71000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d89e5131c8c24714d1eb860ad1b522e4/-/horizon-files-prod/ed/picture/qenvwerk/5411173536e41f15ab6dc70fd4948897a680248c.jpg
Bel appartement t2,"Sacré-Cœur, Dakar",1 chambre,60.0,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7ae2ad6b29509e2992d10cbda3739d84/-/horizon-files-prod/ed/picture/q6xkvpxd/53fb1cc678ff6be9ddb16d8ce8e4012cc08f2bc4.jpg
2 chambres salon ngor almadies près de chez katia,"Ngor, Dakar",non précisé,,55000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d030253f1d3fc46bd1f67682ba4696d6/-/horizon-files-prod/ed/picture/q564g6xn/e03c63155f9b9d69c05480224b790874f5af3915.jpg
Appartement meublé f3 de haut standing,"Cité Keur Gorgui, Dakar",non précisé,,71000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6ab26426f6d796305144bcb0261dc53d/-/horizon-files-prod/ed/picture/qenv2406/11edf70874f3f2a033f21e57f6f7d0d17a42ffcb.jpg
Appartement 2 chambres meublé maristes école japonaise,"Hann Maristes, Dakar",non précisé,,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a4c10d252dd0665a3d1284f7f2cf17e/-/horizon-files-prod/ed/picture/qm5pxdd6/fcd51ba9b717fa39d615e478873dd1e9fa6008bd.jpg
2 chambres salon meublé à sacré cœur 3 vdn rdc,"Sacré-Cœur, Dakar",non précisé,,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c9bf5e79d7db7b9dae05b93b28289b60/-/horizon-files-prod/ed/picture/qzv4504q/83fbeb788f7b8f6abb41970494cc2060c0d20a62.jpg
Appartement meublé corniche fan résidence,"Fann, Dakar",3 chambre,340.0,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/253c47803920f58bbecab9ce5bf7561b/-/horizon-files-prod/ed/picture/qngp2jnr/17489904d32d0a3989569202bd475f6200809e5f.jpg
Appartement meublé à diass,"Diass, Thiès",2 chambre,50.0,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/06e15bd9c6b86d11f252907c4cc1e457/-/horizon-files-prod/ed/picture/q9mjgrg7/c8f7091d7870ac27f3f910118190042656429260.jpg
Appartement moderne meublé à mermoz,"Mermoz, Dakar",3 chambre,250.0,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/05f6ed85bdc152d241cec2e31adb995a/-/horizon-files-prod/ed/picture/q2j085gg/78ba7c921aba13233cc4b9499ac8e4a16d75d221.jpg
Appartement meublé à khar yalla,"Grand-Yoff, Dakar",non précisé,,10000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/068827d9991c748aeae34618b9a45b4b/-/horizon-files-prod/ed/picture/q57z6pg/a1144cbeb2802a240634a2b4a96b56d4f726a032.jpg
Studio meublé à louer mermoz,"Almadies, Dakar",1 chambre,80.0,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/16b981cdb7e0f567fb15a3daf0f45d1a/-/horizon-files-prod/ed/picture/qnqg62e/639bf8020cfe74128e784b37dd48acba27e07db6.jpg
Appartement meublé,"Liberte 6 Extension, Dakar",non précisé,,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/05233798a9286b125369c4b30d4b1418/-/horizon-files-prod/ed/picture/q6xkw648/3927a0fa53da3fe79bdb71a9bda865d1ef86ab50.jpg
